date,datetime,SPOSTMIN,SACTMIN
07/02/2018,2018-07-02 13:51:00,110,
07/02/2018,2018-07-02 13:58:00,110,
07/02/2018,2018-07-02 14:02:00,110,
07/02/2018,2018-07-02 14:09:00,110,
07/02/2018,2018-07-02 14:16:00,110,
07/02/2018,2018-07-02 14:23:00,110,
07/02/2018,2018-07-02 14:29:00,110,
07/02/2018,2018-07-02 14:37:00,110,
07/02/2018,2018-07-02 14:44:00,100,
07/02/2018,2018-07-02 14:51:00,85,
07/02/2018,2018-07-02 14:58:00,85,
07/02/2018,2018-07-02 15:02:00,85,
07/02/2018,2018-07-02 15:09:00,85,
07/02/2018,2018-07-02 15:16:00,85,
07/02/2018,2018-07-02 15:23:00,85,
07/02/2018,2018-07-02 15:29:00,85,
07/02/2018,2018-07-02 15:37:00,85,
07/02/2018,2018-07-02 15:44:00,85,
07/02/2018,2018-07-02 15:51:00,95,
07/02/2018,2018-07-02 15:58:00,105,
07/02/2018,2018-07-02 16:02:00,105,
07/02/2018,2018-07-02 16:09:00,105,
07/02/2018,2018-07-02 16:16:00,105,
07/02/2018,2018-07-02 16:23:00,105,
07/02/2018,2018-07-02 16:29:00,105,
07/02/2018,2018-07-02 16:37:00,95,
07/02/2018,2018-07-02 16:44:00,95,
07/02/2018,2018-07-02 16:51:00,95,
07/02/2018,2018-07-02 16:58:00,95,
07/02/2018,2018-07-02 17:02:00,95,
07/02/2018,2018-07-02 17:09:00,95,
07/02/2018,2018-07-02 17:16:00,95,
07/02/2018,2018-07-02 17:23:00,95,
07/02/2018,2018-07-02 17:29:00,95,
07/02/2018,2018-07-02 17:37:00,95,
07/02/2018,2018-07-02 17:44:00,95,
07/02/2018,2018-07-02 17:51:00,95,
07/02/2018,2018-07-02 17:58:00,95,
07/02/2018,2018-07-02 18:02:00,95,
07/02/2018,2018-07-02 18:09:00,95,
07/02/2018,2018-07-02 18:16:00,95,
07/02/2018,2018-07-02 18:23:00,95,
07/02/2018,2018-07-02 18:29:00,95,
07/02/2018,2018-07-02 17:27:00,,62
07/02/2018,2018-07-02 18:37:00,95,
07/02/2018,2018-07-02 18:44:00,95,
07/02/2018,2018-07-02 18:51:00,95,
07/02/2018,2018-07-02 18:58:00,95,
07/02/2018,2018-07-02 19:02:00,95,
07/02/2018,2018-07-02 19:09:00,95,
07/02/2018,2018-07-02 19:16:00,95,
07/02/2018,2018-07-02 19:23:00,95,
07/02/2018,2018-07-02 19:29:00,95,
07/02/2018,2018-07-02 19:37:00,115,
07/02/2018,2018-07-02 19:44:00,115,
07/02/2018,2018-07-02 19:51:00,115,
07/02/2018,2018-07-02 19:58:00,115,
07/02/2018,2018-07-02 20:02:00,145,
07/02/2018,2018-07-02 20:09:00,145,
07/02/2018,2018-07-02 17:27:00,,62
07/02/2018,2018-07-02 20:16:00,145,
07/02/2018,2018-07-02 20:23:00,145,
07/02/2018,2018-07-02 20:29:00,145,
07/02/2018,2018-07-02 20:34:00,105,
07/02/2018,2018-07-02 20:37:00,145,
07/02/2018,2018-07-02 20:44:00,145,
07/02/2018,2018-07-02 20:51:00,145,
07/02/2018,2018-07-02 20:52:00,145,
07/02/2018,2018-07-02 20:58:00,145,
07/02/2018,2018-07-02 21:02:00,145,
07/02/2018,2018-07-02 21:09:00,145,
07/02/2018,2018-07-02 21:13:00,90,
07/02/2018,2018-07-02 21:16:00,145,
07/02/2018,2018-07-02 21:23:00,145,
07/02/2018,2018-07-02 21:29:00,145,
07/02/2018,2018-07-02 21:37:00,145,
07/02/2018,2018-07-02 21:44:00,145,
07/02/2018,2018-07-02 20:35:00,,74
07/02/2018,2018-07-02 21:49:00,145,
07/02/2018,2018-07-02 21:51:00,145,
07/02/2018,2018-07-02 20:49:00,,64
07/02/2018,2018-07-02 21:58:00,145,
07/02/2018,2018-07-02 21:58:00,145,
07/02/2018,2018-07-02 22:02:00,145,
07/02/2018,2018-07-02 22:09:00,145,
07/02/2018,2018-07-02 22:16:00,145,
07/02/2018,2018-07-02 22:23:00,145,
07/02/2018,2018-07-02 22:00:00,,28
07/02/2018,2018-07-02 22:29:00,145,
07/02/2018,2018-07-02 22:37:00,-999,
07/02/2018,2018-07-02 22:44:00,-999,
07/02/2018,2018-07-02 22:23:00,,21
07/02/2018,2018-07-02 22:51:00,-999,
07/02/2018,2018-07-02 22:58:00,-999,
07/02/2018,2018-07-02 23:02:00,-999,
07/02/2018,2018-07-02 23:09:00,-999,
07/03/2018,2018-07-03 06:16:00,-999,
07/03/2018,2018-07-03 06:23:00,-999,
07/03/2018,2018-07-03 06:29:00,-999,
07/03/2018,2018-07-03 06:37:00,-999,
07/03/2018,2018-07-03 06:44:00,30,
07/03/2018,2018-07-03 06:51:00,45,
07/03/2018,2018-07-03 06:58:00,45,
07/03/2018,2018-07-03 07:02:00,65,
07/03/2018,2018-07-03 07:09:00,45,
07/03/2018,2018-07-03 07:16:00,45,
07/03/2018,2018-07-03 07:23:00,45,
07/03/2018,2018-07-03 07:29:00,60,
07/03/2018,2018-07-03 07:37:00,95,
07/03/2018,2018-07-03 07:07:00,,34
07/03/2018,2018-07-03 07:44:00,70,
07/03/2018,2018-07-03 07:51:00,70,
07/03/2018,2018-07-03 07:58:00,70,
07/03/2018,2018-07-03 07:58:00,90,
07/03/2018,2018-07-03 08:02:00,70,
07/03/2018,2018-07-03 08:09:00,90,
07/03/2018,2018-07-03 08:16:00,90,
07/03/2018,2018-07-03 08:23:00,90,
